Category_Index,Updated,Size,Installs,Requires_Android,Age,Inapp_Lower_Bound,Inapp_Upper_Bound,Rating,Rating_Total,Rating_5,Rating_4,Rating_3,Rating_2,Rating_1,Price,Free
12,622,27,1000000,2.3,4,0,0,3.0,9770,4193,459,538,417,4163,0,1
12,362,6.1,100000,2.3,4,0,0,3.4,1100,511,92,137,85,275,0,1
12,166,25,1000000,2.3,1,0,0,4.0,17754,10791,1921,1620,955,2467,0,1
12,483,28,100000,2.3,1,0,0,3.1,1077,441,69,88,63,416,0,1
12,428,48,100000,4.0,1,0,0,3.6,832,420,77,75,73,187,0,1
12,398,8.3,1000000,4.0,1,0,0,3.7,2962,1638,255,259,151,659,0,1
12,948,2.4,100000,2.3,4,0,0,3.4,1525,720,137,156,104,408,0,1
12,606,14,1000000,4.0,1,0,0,4.1,9020,5849,907,724,349,1191,0,1
12,461,42,1000000,2.3,1,0,0,3.9,9045,5442,837,769,487,1510,0,1
12,734,9.9,100000,4.0,1,0,0,3.2,1122,458,102,143,80,339,0,1
12,761,30,1000,2.3,1,0,0,4.2,30,20,4,2,0,4,0,1
12,594,28,1000000,2.3,4,0,0,3.7,3301,1937,172,204,109,879,0,1
12,1154,46,1000,2.3,1,0,0,3.9,22,12,4,2,0,4,0,1
12,650,30,100000,2.3,1,0,0,4.4,2580,1869,294,157,59,201,0,1
12,709,13,100000,4.0,4,0,0,2.2,3535,817,171,206,189,2152,0,1
12,442,49,1000000,2.3,6,0,0,4.1,1855,1285,122,115,78,255,0,1
12,591,38,50000,2.3,1,0,0,3.8,321,173,34,40,24,50,0,1
12,615,23,100000,2.3,4,0,0,2.7,1109,396,67,41,51,554,0,1
12,65,4.4,5000,2.3,3,0,0,3.8,12,7,1,1,0,3,0,1
12,750,763,10000,4.1,1,0,0,2.3,849,258,13,17,16,545,0,1
12,197,26,500000,2.3,4,0,0,4.1,4647,2931,571,356,201,588,0,1
12,475,34,10000,2.3,1,0,0,3.2,152,70,5,12,8,57,0,1
12,447,49,10000,2.3,1,0,0,4.1,17,11,2,1,1,2,0,1
12,511,26,1000000,2.3,3,0,0,3.9,7576,4032,1206,976,468,894,0,1
12,433,48,100000,4.0,4,0,0,3.9,848,521,77,64,22,164,0,1
12,531,21,100000,4.0,1,0,0,3.8,1023,544,125,98,82,174,0,1
12,737,6.3,50000,2.3,1,0,0,,223,,,,,,0,1
12,85,5.6,100000,4.0,4,0,0,2.8,1305,503,61,73,52,616,0,1
12,1038,21,5000,2.3,4,0,0,3.6,33,15,5,5,1,7,0,1
12,572,47,1000000,2.3,1,0,0,3.8,10562,5561,1210,1288,765,1738,0,1
12,321,25,1000000,2.3,4,0,0,3.9,2092,1291,168,135,103,395,0,1
12,66,8.1,5000000,4.0,1,0,0,4.5,31329,24820,2731,1568,481,1729,0,1
12,1288,13,500000,2.3,1,0,0,3.3,3197,1442,255,283,224,993,0,1
12,854,4.8,10000,2.3,3,0,0,2.4,86,26,2,5,4,49,0,1
12,197,21,100000,2.3,4,0,0,3.8,828,494,59,52,65,158,0,1
12,897,32,10000,2.3,3,0,0,3.5,162,78,18,13,15,38,0,1
12,488,41,500000,2.3,1,0,0,3.5,2956,1421,263,356,227,689,0,1
12,42,5.6,1000000,4.0,1,0,0,3.2,11723,4814,975,1108,886,3940,0,1
12,373,50,1000000,2.3,1,0,0,3.8,8039,4568,727,786,415,1543,0,1
12,1287,5.0,100000,2.2,1,0,0,3.5,549,262,46,58,44,139,0,1
12,349,34,100000,2.3,1,0,0,3.9,976,546,98,128,62,142,0,1
12,342,48,500000,2.3,1,0,0,4.0,1996,1217,185,205,116,273,0,1
12,538,37,100,2.3,1,0,0,,1,,,,,,0,1
12,1037,9.1,10000,2.3,1,0,0,,160,,,,,,0,1
12,483,40,10000,2.3,1,0,0,3.5,17,8,2,2,1,4,0,1
12,758,48,10000,2.3,1,0,0,3.9,96,54,12,8,7,15,0,1
12,1011,36,100000,2.3,1,0,0,3.8,915,502,95,90,75,153,0,1
12,651,40,1000000,2.3,1,0,0,4.1,23876,15803,2275,1910,1055,2833,0,1
12,485,27,500000,2.3,1,0,0,4.2,3934,2524,443,539,155,273,0,1
12,367,9.9,1000000,4.0,1,0,0,3.5,4812,2453,386,393,262,1318,0,1
12,441,21,1000000,2.3,1,0,0,3.8,27803,15178,3212,2687,2102,4624,0,1
12,686,23,100000,2.3,1,0,0,3.9,2446,1475,223,237,169,342,0,1
12,525,49,1000000,2.3,1,0,0,3.5,20528,10431,1888,1715,1259,5235,0,1
12,67,3.0,100000,2.3,1,0,0,3.9,278,157,29,34,20,38,0,1
12,561,25,100000,2.3,1,0,0,4.4,310,230,23,18,14,25,0,1
12,951,49,500000,2.3,1,0,0,3.7,8646,4479,1142,921,535,1569,0,1
12,1052,49,5000000,2.3,1,0,0,3.8,47634,26385,4697,4782,2646,9124,0,1
12,514,29,100,4.1,1,0,0,,2,,,,,,0,1
12,225,5.0,100000,4.0,1,0,0,3.2,420,189,25,36,22,148,0,1
12,430,4.8,50000,2.3,4,0,0,3.3,203,88,18,28,15,54,0,1
12,543,12,1000,2.3,1,0,0,,7,,,,,,0,1
12,1101,47,1000000,2.3,1,0,0,3.6,10023,5175,945,996,850,2057,0,1
12,508,44,1000000,2.3,3,0,0,3.8,5122,2844,523,540,269,946,0,1
12,603,40,10000,2.3,1,0,0,4.0,73,43,9,8,3,10,0,1
12,614,26,50000,4.0,1,0,0,3.7,741,411,69,49,42,170,0,1
12,422,31,10000,3.0,1,0,0,4.2,35,25,3,2,0,5,0,1
12,2,45,500000,3.1,1,0,0,4.0,3631,2329,274,272,149,607,0,1
12,48,30,1000000,2.3,1,0,0,3.9,8896,5095,953,962,591,1295,0,1
12,843,38,100000,2.3,4,0,0,3.8,655,351,76,77,30,121,0,1
12,57,48,1000000,2.3,1,0,0,4.1,4817,3141,461,412,206,597,0,1
12,744,1.8,50000,2.3,1,0,0,2.0,158,34,3,2,4,115,0,1
12,809,36,100000,2.3,1,0,0,3.3,2111,956,170,178,118,689,0,1
12,438,18,100000,2.3,1,0,0,3.6,882,441,94,96,49,202,0,1
12,321,25,500000,2.3,4,0,0,3.3,2329,1137,114,162,104,812,0,1
12,428,46,100000,4.0,1,0,0,3.8,1321,748,137,123,73,240,0,1
12,380,37,1000000,3.0,1,0,0,3.6,50269,24660,6365,5690,4023,9531,0,1
12,663,30,10000,2.3,6,0,0,3.2,20,10,1,1,0,8,0,1
12,91,31,100000,4.0,1,0,0,3.8,974,596,66,62,38,212,0,1
12,582,19,100,2.3,1,0,0,,13,,,,,,0,1
12,478,35,10000,3.0,1,0,0,4.2,76,52,6,9,0,9,0,1
12,1028,34,1000000,2.3,1,0,0,4.0,19816,12090,2112,1807,947,2860,0,1
12,618,18,500000,4.0,1,0,0,3.5,3423,1664,359,358,255,787,0,1
12,189,4.6,100000,4.0,4,0,0,2.2,1904,464,77,96,89,1178,0,1
12,456,34,1000,3.0,4,0,0,4.6,9,8,0,0,0,1,0,1
12,484,45,10000,4.2,1,0,0,3.4,383,191,26,26,14,126,0,1
12,615,40,100000,2.3,1,0,0,3.9,1385,807,124,146,84,224,0,1
12,636,25,1000000,2.3,4,0,0,2.6,13702,4637,551,797,565,7152,0,1
12,91,36,10000000,4.1,1,0,0,4.2,63829,44417,5710,4633,1641,7428,0,1
12,150,37,500000,2.3,3,0,0,3.8,1799,1030,146,160,118,345,0,1
12,607,50,500000,2.3,1,0,0,3.6,6854,3628,613,711,372,1530,0,1
12,140,56,1000000,4.1,1,0,0,4.3,14655,10274,1488,1079,398,1416,0,1
12,1415,21,500000,2.3,4,0,0,3.5,3818,1696,531,508,321,762,0,1
12,416,46,1000,3.0,1,0,0,,8,,,,,,0,1
12,244,51,1000000,4.1,1,0,0,3.8,29513,15666,3963,3500,1620,4764,0,1
12,616,9.7,5000,4.0,1,0,0,4.2,42,28,4,4,2,4,0,1
12,1484,21,100000,2.3,1,0,0,3.7,1280,698,134,102,109,237,0,1
12,472,36,100,2.3,4,0,0,,2,,,,,,0,1
12,127,23,1000000,4.1,1,0,0,4.0,13430,8756,1091,1001,460,2122,0,1
12,282,3.8,500000,4.0,3,0,0,3.7,2136,1201,239,136,70,490,0,1
12,638,46,500000,2.3,1,0,0,4.0,2148,1367,200,176,101,304,0,1
12,520,33,1000000,2.3,1,0,0,4.2,3965,2687,353,270,175,480,0,1
12,430,31,10000,2.3,1,0,0,4.2,26,19,2,0,1,4,0,1
12,723,46,10000,2.3,4,0,0,3.8,94,54,7,8,6,19,0,1
12,224,48,1000000,4.0,6,0,0,4.1,12984,8376,1325,1137,530,1616,0,1
12,1257,38,10000,2.3,1,0,0,3.4,422,204,37,36,34,111,0,1
12,428,33,100000,2.3,1,0,0,3.5,1031,485,101,118,86,241,0,1
12,800,3.3,50000,2.3,1,0,0,2.4,168,47,9,9,6,97,0,1
12,825,29,10000,2.3,1,0,0,4.2,80,49,11,11,2,7,0,1
12,615,22,500000,2.3,4,0,0,2.8,3990,1455,218,281,238,1798,0,1
12,855,42,100000,2.3,1,0,0,3.6,466,246,41,43,40,96,0,1
12,866,28,100000,4.4,4,0,0,4.0,1730,1044,183,160,80,263,0,1
12,674,37,5000000,2.3,1,0,0,4.3,61487,43449,6035,4118,1998,5887,0,1
12,184,3.9,5000,4.0,1,0,0,3.6,70,38,5,6,6,15,0,1
12,28,3.5,1000000,4.0,1,0,0,3.4,4311,2013,348,370,295,1285,0,1
12,65,6.6,100000,2.3,3,0,0,4.1,696,441,80,47,25,103,0,1
12,1109,50,100000,4.1,1,0,0,3.6,1352,656,168,149,65,314,0,1
12,702,7.9,1000000,4.0,1,0,0,3.7,13027,7553,1048,898,544,2984,0,1
12,1191,38,100000,2.3,1,0,0,3.8,2925,1611,303,304,208,499,0,1
12,630,35,10000,2.3,1,0,0,3.9,66,41,4,6,2,13,0,1
12,283,4.0,50000,4.0,1,0,0,3.1,234,97,18,20,16,83,0,1
12,466,4.0,50000,2.3,1,0,0,2.7,501,187,15,24,14,261,0,1
12,463,34,500,2.3,1,0,0,,12,,,,,,0,1
12,463,42,5000,2.3,4,0,0,4.2,28,17,5,3,0,3,0,1
12,630,25,1000000,2.3,4,0,0,3.0,8744,3633,512,559,451,3589,0,1
12,723,18,100000,2.3,4,0,0,3.4,392,191,31,29,14,127,0,1
12,726,3.3,10000,2.3,1,0,0,3.2,127,55,9,11,7,45,0,1
12,1456,5.7,100000,2.3,1,0,0,3.3,2910,1274,341,226,190,879,0,1
12,294,25,50000,4.1,1,0.99,4.19,4.0,977,509,185,137,50,96,0,1
12,1063,30,100000,2.3,4,0,0,3.9,1687,1013,151,161,85,277,0,1
12,68,52,500000,4.1,1,0,0,3.9,3066,1992,201,180,106,587,0,1
12,276,32,100000,2.3,1,0,0,3.9,1438,834,154,156,111,183,0,1
12,10,33,5000000,3.0,1,0,0,4.1,71958,44690,9238,6655,3430,7945,0,1
12,106,29,10000,4.0,1,0,0,3.9,82,49,11,3,1,18,0,1
12,405,30,100000,2.3,3,0,0,3.7,806,439,69,74,42,182,0,1
12,820,18,100000,2.3,1,0,0,2.9,604,218,35,52,43,256,0,1
12,236,15,100000,2.3,1,0,0,4.4,1876,1405,158,126,47,140,0,1
12,812,48,500000,2.3,4,0,0,3.9,3706,2125,334,462,205,580,0,1
12,1,17,1000000,4.1,1,0,0,3.2,3430,1454,238,326,205,1207,0,1
12,516,37,100000,2.3,1,0,0,3.8,585,334,50,61,22,118,0,1
12,1125,46,50000,2.3,3,0,0,3.7,861,433,118,80,68,162,0,1
12,93,40,5000000,2.3,1,5.49,10.99,4.2,51500,34795,4781,3857,1559,6508,0,1
12,419,20,10000,2.3,4,0,0,3.6,41,22,3,4,2,10,0,1
12,594,23,100000,2.3,1,0,0,3.7,244,135,20,25,16,48,0,1
12,1302,37,1000,4.0,0,0,0,,34,,,,,,0,1
12,1453,21,500000,2.3,1,0,0,3.8,12016,6339,1565,1196,915,2001,0,1
12,266,34,10000000,4.0,1,0,0,4.0,78360,47978,7709,7088,4447,11138,0,1
12,745,30,500,2.3,1,0,0,,3,,,,,,0,1
12,489,49,100000,4.2,1,0,0,4.3,88,62,10,4,4,8,0,1
12,1009,32,5000000,2.3,1,0,0,3.9,27756,15355,3180,3298,1763,4160,0,1
12,643,36,5000,3.0,4,0,0,3.8,37,22,5,1,0,9,0,1
12,472,22,1000000,2.3,1,0,0,3.7,23183,11550,2873,2440,1811,4509,0,1
12,597,45,50000,2.3,1,0,0,4.1,176,114,19,12,5,26,0,1
12,451,44,10000,2.3,4,0,0,4.1,33,23,2,2,0,6,0,1
12,118,27,100000,4.0,1,0,0,3.8,2677,1479,251,275,158,514,0,1
12,894,1.6,10000,2.2,1,0,0,3.4,127,61,14,9,4,39,0,1
12,836,30,1000,2.3,4,0,0,3.6,23,11,2,3,3,4,0,1
12,1093,45,100000,2.3,1,0,0,3.6,724,376,68,67,46,167,0,1
12,465,32,100000,2.3,1,0,0,3.6,1078,563,102,91,96,226,0,1
12,854,41,10000,2.3,1,0,0,3.5,60,29,5,7,4,15,0,1
12,34,78,5000000,4.1,1,0,0,4.6,300114,236060,31159,14381,4531,13983,0,1
12,801,5.6,10000,2.3,1,0,0,2.6,179,59,4,12,8,96,0,1
12,505,6.7,1000000,2.3,1,0,0,4.1,34228,19638,5394,5200,1539,2457,0,1
12,1064,29,1000000,2.3,1,0,0,4.3,34524,24641,3181,2210,1242,3250,0,1
12,440,40,1000000,4.2,4,0,0,4.0,15359,9644,1541,1213,640,2321,0,1
12,542,27,100000,2.3,1,0,0,3.0,1186,480,60,88,67,491,0,1
12,178,50,100000,4.0,1,0,0,3.6,266,126,28,38,22,52,0,1
12,808,23,1000,2.3,1,0,0,3.6,22,12,1,3,1,5,0,1
12,994,27,10000,2.3,4,0,0,3.6,149,70,21,17,8,33,0,1
12,472,33,10000,2.3,1,0,0,4.1,50,32,6,3,2,7,0,1
12,49,24,1000000,4.1,4,0,0,3.0,5591,2294,287,334,304,2372,0,1
12,1067,9.0,1000000,2.3,1,0,0,3.7,19881,10068,2373,2442,1359,3639,0,1
12,961,13,1000000,2.3,1,0,0,3.9,5737,3299,609,560,383,886,0,1
12,50,39,5000000,2.3,1,1.79,10.99,4.3,39744,28251,3434,2721,1000,4338,0,1
12,428,43,1000000,2.3,1,0,0,3.9,6689,3734,869,755,494,837,0,1
12,616,35,100000,2.3,1,0,0,3.7,550,269,69,72,47,93,0,1
12,30,47,50000,4.0,1,0,0,4.2,195,139,14,15,4,23,0,1
12,760,13,1000000,2.3,1,0,0,3.7,16870,8263,2191,1925,1351,3140,0,1
12,16,24,1000000,4.0,1,0,0,3.9,2369,1436,226,219,121,367,0,1
12,442,32,500000,2.3,1,0,0,4.1,5769,3750,523,403,399,694,0,1
12,157,39,500000,4.0,1,0,0,3.7,8045,4373,724,689,603,1656,0,1
12,78,40,1000000,4.1,1,0,0,4.0,11264,6865,1196,1208,575,1420,0,1
12,149,28,1000000,4.0,1,0,0,4.2,8521,5914,644,609,356,998,0,1
12,509,46,1000,2.3,1,0,0,,13,,,,,,0,1
12,573,27,1000000,2.3,1,0,0,4.1,2138,1435,168,155,79,301,0,1
12,732,3.9,500000,4.0,1,0,0,3.0,2851,1125,181,238,177,1130,0,1
12,686,24,100000,2.3,1,0,0,3.8,1121,693,72,77,41,238,0,1
12,509,33,1000,2.3,4,0,0,4.0,13,7,2,2,1,1,0,1
12,864,,1000000,2.3,1,0,0,3.6,27469,13605,2947,2601,1888,6428,0,1
12,926,29,5000,2.3,1,0,0,4.3,30,21,2,4,0,3,0,1
12,652,44,100000,3.0,4,0,0,3.5,1346,706,103,93,72,372,0,1
12,603,2.8,1000,4.0,1,0,0,3.4,21,10,1,3,1,6,0,1
12,464,38,100000,2.3,1,0,0,3.7,1917,1096,143,162,99,417,0,1
12,150,45,500000,4.0,1,0,0,3.7,2541,1361,248,283,154,495,0,1
12,794,34,1000000,2.3,1,0,0,4.2,58211,38598,7633,4325,2348,5307,0,1
12,114,47,1000000,4.0,1,0,0,3.6,23687,11541,3001,2643,1683,4819,0,1
12,745,33,10000,2.3,1,0,0,3.9,230,136,18,24,13,39,0,1
12,453,39,50000,2.3,1,0,0,4.3,177,124,17,12,8,16,0,1
12,832,31,5000,2.3,1,0,0,3.3,55,22,5,9,4,15,0,1
12,1473,4.2,10000,2.3,1,0,0,2.7,155,47,10,12,14,72,0,1
12,94,45,500000,4.1,1,1.29,2.09,4.2,2645,1838,179,200,86,342,0,1
12,481,17,10000,2.3,1,0,0,,72,,,,,,0,1
12,656,41,10000,2.3,3,0,0,3.7,89,48,9,9,6,17,0,1
12,435,46,500000,2.3,4,0,0,4.0,1623,1020,128,128,97,250,0,1
12,607,35,50000,2.3,1,0,0,3.8,383,214,39,43,20,67,0,1
12,1021,44,500000,2.3,1,0,0,4.0,7856,4850,867,680,471,988,0,1
12,777,27,500,2.3,1,0,0,,2,,,,,,0,1
12,19,42,1000000,4.1,4,0.99,2.09,3.8,9408,5403,804,877,483,1841,0,1
12,440,45,500000,2.3,3,0,0,4.2,1121,770,77,112,32,130,0,1
12,944,17,50000,2.3,4,0,0,2.5,307,97,13,13,17,167,0,1
12,393,45,100000,4.0,1,0,0,4.2,1051,751,68,63,28,141,0,1
12,140,24,1000000,2.3,6,0,0,3.5,8174,4349,490,574,328,2433,0,1
12,112,40,5000,4.0,4,0,0,4.8,14,13,0,0,1,0,0,1
12,757,33,500,2.3,1,0,0,,4,,,,,,0,1
12,282,4.7,1000000,4.0,1,0,0,2.1,21428,4961,646,884,964,13973,0,1
12,51,5.1,1000000,4.1,1,0,0,2.9,10767,4480,458,521,363,4945,0,1
12,532,42,1000000,4.0,4,0,0,4.1,10783,6874,1139,1035,501,1234,0,1
12,496,46,5000,4.1,4,0,0,4.0,40,25,4,3,2,6,0,1
12,501,49,1000,4.4,1,0,0,,7,,,,,,0,1
12,402,4.6,100000,2.3,4,0,0,3.9,1476,809,191,153,96,227,0,1
12,352,32,500000,2.3,1,0,0,4.0,3449,2199,268,251,133,598,0,1
12,429,25,1000000,2.3,1,0,0,4.0,25456,14405,3520,3029,1566,2936,0,1
12,863,32,1000000,2.3,1,0,0,4.0,10643,6561,1033,923,640,1486,0,1
12,368,16,100000,2.3,3,0,0,3.0,5923,2333,485,498,346,2261,0,1
12,67,3.0,100000,2.3,1,0,0,3.8,554,301,62,63,29,99,0,1
12,510,24,1000000,2.3,1,0,0,3.5,3746,2094,198,219,130,1105,0,1
12,222,36,500000,2.3,1,1.19,3.69,3.8,5081,3095,345,397,157,1087,0,1
12,396,54,1000000,4.0,3,0,0,4.0,7578,4755,686,601,386,1150,0,1
12,436,33,100000,2.3,1,0,0,3.8,2353,1232,301,289,180,351,0,1
12,1265,351,5000,3.1,1,0,0,4.0,19,10,4,2,1,2,0,1
12,457,50,1000000,2.3,4,0,0,3.8,17987,10536,1279,1416,984,3772,0,1
12,493,35,1000000,2.3,1,0,0,3.8,22472,12527,2415,2261,1542,3727,0,1
12,789,41,1000,2.3,1,0,0,3.8,24,12,4,2,2,4,0,1
12,580,39,10000,4.0,3,0,0,3.9,72,48,5,1,2,16,0,1
12,1307,1.6,50000,3.0,1,0,0,,506,,,,,,0,1
12,30,49,1000000,4.1,4,0,0,4.2,9689,6608,861,734,341,1145,0,1
12,493,48,1000,4.0,4,0,0,3.8,8,5,0,1,0,2,0,1
12,197,26,100000,2.3,4,0,0,4.1,2765,1777,318,218,137,315,0,1
12,1507,14,500000,2.0,1,0,0,3.5,11073,4971,1649,1248,871,2334,0,1
12,486,4.8,1000000,3.0,1,0,0,4.0,34467,19787,5255,2873,1243,5309,0,1
12,680,19,100000,2.3,4,0,0,2.6,994,327,54,60,45,508,0,1
12,589,31,100000,2.3,1,0,0,3.8,429,263,29,29,25,83,0,1
12,328,35,1000000,4.1,1,0,0,3.4,4259,2069,298,363,170,1359,0,1
12,481,16,100000,2.3,1,0,0,3.4,2694,1497,93,114,65,925,0,1
12,832,3.0,50000,2.3,1,0,0,2.7,285,101,6,18,16,144,0,1
12,462,36,1000,4.0,1,0,0,4.2,9,7,0,0,1,1,0,1
12,454,40,5000,2.3,1,0,0,2.7,14,3,3,1,1,6,0,1
12,340,49,100000,2.3,1,0,0,4.2,1581,1076,143,116,69,177,0,1
12,151,54,10000000,4.1,3,0,0,3.9,159031,85419,22843,17443,9447,23879,0,1
12,25,9.7,1000000,4.3,1,0,0,4.7,61029,49031,7567,2644,529,1258,0,1
12,699,6.8,1000000,4.0,1,0,0,3.0,6803,2754,456,561,411,2621,0,1
12,150,38,1000000,2.3,4,0,0,4.0,11724,7111,1065,1174,693,1681,0,1
12,442,16,100000,2.3,1,0,0,3.9,2165,1269,209,187,184,316,0,1
12,432,31,1000000,2.3,4,0,0,3.7,5865,3069,658,635,414,1089,0,1
12,192,38,1000000,4.0,1,0,0,4.1,3503,2278,308,341,187,389,0,1
12,74,30,1000000,4.0,1,0,0,3.9,13333,7534,1581,1522,915,1781,0,1
12,556,50,1000,2.3,1,0,0,3.0,22,8,2,2,1,9,0,1
12,636,27,500000,2.3,4,0,0,3.5,5089,2649,353,393,275,1419,0,1
12,494,43,50000,2.3,1,0,0,4.3,257,172,34,20,12,19,0,1
12,986,3.5,100000,2.3,4,0,0,3.4,1172,579,71,109,67,346,0,1
12,466,33,1000000,2.3,4,0,0,3.9,7229,4386,576,669,346,1252,0,1
12,437,47,10000,2.3,1,0,0,3.8,165,95,12,16,6,36,0,1
12,255,31,1000,3.2,1,0,0,4.5,11,9,1,0,0,1,0,1
12,1134,23,100000,2.3,1,0,0,3.8,1084,575,133,115,75,186,0,1
12,988,40,500,2.3,1,0,0,,8,,,,,,0,1
12,506,37,10000000,2.3,6,0,0,3.2,36878,17623,2084,2289,1623,13259,0,1
12,615,50,500000,2.3,1,0,0,3.9,5909,3260,808,645,384,812,0,1
12,529,29,10000,2.3,1,0,0,4.1,155,104,13,9,6,23,0,1
12,513,18,1000,4.0,1,0,0,4.3,29,24,0,0,0,5,0,1
12,102,32,1000000,4.1,1,0,0,3.9,16095,9215,1912,1664,1059,2245,0,1
12,359,6.8,500000,4.2,4,0,0,3.9,6565,3938,769,428,224,1206,0,1
12,614,29,100000,2.3,1,0,0,3.8,1634,910,168,150,108,298,0,1
12,590,28,100000,2.3,1,0,0,4.1,656,429,56,49,36,86,0,1
12,980,24,100000,2.3,1,0,0,3.8,440,251,36,26,47,80,0,1
12,102,38,1000000,4.1,1,0,0,3.9,38774,22378,4256,4167,2151,5822,0,1
12,530,26,50000,2.3,6,0,0,3.9,264,166,14,28,10,46,0,1
12,520,44,500000,2.3,1,0,0,3.9,5888,3467,616,503,393,909,0,1
12,604,39,100000,2.3,3,0,0,3.6,938,484,96,91,45,222,0,1
12,100,24,500000,4.0,3,0,0,3.6,1819,987,140,130,85,477,0,1
12,199,31,500000,4.0,1,0,0,3.8,1975,1098,191,187,128,371,0,1
12,608,24,1000000,2.3,4,0,0,3.7,6260,3742,312,350,208,1648,0,1
12,565,40,500000,2.3,1,0,0,3.9,2337,1357,199,257,160,364,0,1
12,197,25,500000,2.3,4,0,0,4.1,3949,2479,430,328,185,527,0,1
12,37,28,1000000,4.0,1,3.79,5.99,4.2,2002,1359,186,169,89,199,0,1
12,454,36,5000,2.3,4,0,0,3.7,39,22,2,5,2,8,0,1
12,95,29,10000,4.1,1,0,0,4.0,152,98,13,12,2,27,0,1
12,443,34,10000000,4.0,4,0,0,3.5,49278,25176,3711,4492,3020,12879,0,1
12,1306,49,1000000,2.3,4,0,0,3.4,23726,10977,2201,2250,2002,6296,0,1
12,1001,29,100000,2.3,4,0,0,4.0,1254,747,137,129,81,160,0,1
12,422,33,50000,3.0,1,0,0,3.6,375,205,26,27,21,96,0,1
12,596,36,1000,2.3,1,0,0,,8,,,,,,0,1
12,1112,30,100000,2.3,1,0,0,3.2,971,382,100,100,109,280,0,1
12,486,33,5000000,4.0,1,0,0,3.7,33736,18211,3087,4039,1996,6403,0,1
12,17,22,1000000,4.0,1,0,0,3.9,6409,3737,658,613,398,1003,0,1
12,429,59,50000,2.3,1,0,0,3.6,576,306,41,56,44,129,0,1
12,760,34,1000,2.3,1,0,0,4.1,7,4,2,0,0,1,0,1
12,432,53,100000,2.3,1,0,0,4.0,1084,693,80,83,33,195,0,1
12,1339,22,100000,2.0,1,0,0,3.9,4171,2371,451,384,289,676,0,1
12,18,36,10000000,4.1,1,1.59,5.49,4.2,114138,75866,13089,9212,4627,11344,0,1
12,677,22,1000000,3.0,3,0,0,4.2,19561,12867,2054,1722,760,2158,0,1
12,1071,12,100000,2.3,1,0,0,3.7,1467,779,173,110,81,324,0,1
12,170,23,100000,4.0,1,0,0,3.8,280,164,23,19,17,57,0,1
12,430,3.3,100000,2.3,1,0,0,2.7,800,279,45,56,25,395,0,1
12,468,36,100000,2.3,1,0,0,4.0,569,379,40,38,19,93,0,1
12,166,29,1000000,4.0,4,0,0,4.1,3914,2475,394,350,206,489,0,1
12,595,46,100000,2.3,4,0,0,3.9,1382,850,99,136,37,260,0,1
12,428,42,100000,4.0,1,0,0,3.8,585,326,58,63,41,97,0,1
12,762,23,1000000,3.0,3,0,0,4.1,9827,6244,1016,810,482,1275,0,1
12,505,16,100000,2.3,1,0,0,3.8,711,413,55,58,46,139,0,1
12,833,35,100,2.3,1,0,0,,6,,,,,,0,1
12,616,17,1000000,4.0,1,0,0,3.4,25140,11454,2418,2718,2158,6392,0,1
12,58,23,1000000,4.0,1,0,0,4.2,3074,2177,206,155,117,419,0,1
12,734,13,100000,4.0,4,0,0,3.5,3089,1482,224,409,217,757,0,1
12,17,30,1000000,4.1,1,0,0,4.2,10642,7485,991,663,255,1248,0,1
12,800,2.8,50000,2.3,1,0,0,3.1,86,30,12,11,6,27,0,1
12,1063,35,100000,2.3,1,0,0,3.8,1036,584,112,93,79,168,0,1
12,433,43,50000,4.0,4,0,0,4.2,168,123,10,9,4,22,0,1
12,153,46,500000,2.3,1,0,0,4.0,1875,1175,190,183,81,246,0,1
12,426,45,10000,4.0,1,0,0,3.9,164,108,5,10,6,35,0,1
12,459,36,100000,2.3,1,0,0,3.5,3168,1526,279,308,211,844,0,1
12,722,40,50000,2.3,1,0,0,4.0,95,61,11,4,4,15,0,1
12,499,40,1000,4.1,1,0,0,4.0,8,6,0,0,0,2,0,1
12,33,42,1000000,2.3,1,2.39,3.49,4.1,11348,7357,1000,1021,424,1546,0,1
12,570,35,50000,2.3,1,0,0,3.0,114,49,7,6,3,49,0,1
12,458,21,100000,4.0,1,0,0,3.0,1255,528,65,81,55,526,0,1
12,594,34,100000,2.3,1,0,0,3.4,956,515,45,46,32,318,0,1
12,430,32,100000,4.0,4,0,0,3.8,1413,808,126,119,86,274,0,1
12,534,14,100000,4.0,1,0,0,4.3,734,515,88,49,19,63,0,1
12,580,17,10000,2.3,1,0,0,,33,,,,,,0,1
12,888,36,5000,2.3,1,0,0,3.6,50,26,6,3,4,11,0,1
12,427,41,100000,4.0,1,0,0,3.7,2128,1031,276,254,183,384,0,1
12,391,19,5000000,4.0,1,0,0,4.5,102485,77901,8509,7300,1861,6914,0,1
12,657,27,1000000,3.0,1,0,0,4.2,10920,7544,878,790,423,1285,0,1
12,627,29,100,4.4,1,0,0,3.3,6,3,0,1,0,2,0,1
12,801,6.4,500000,4.1,4,0,0,3.4,3433,1648,270,259,159,1097,0,1
12,314,19,500000,2.3,1,0,0,4.0,6983,4537,641,486,236,1083,0,1
12,549,22,500,2.3,1,0,0,2.0,16,4,0,0,0,12,0,1
12,1370,282,10000,1.6,3,0,0,,42,,,,,,0,1
12,13,34,100000,2.3,1,1.29,124.99,4.3,2364,1464,406,284,71,139,0,1
